Security Code,Security Id,Security Name,Status,ISIN No
718671,EIDPI17420,EID Parry (India) Ltd,Suspended,INE126A14DZ9
718672,AFL20420,Axis Finance Ltd,Suspended,INE891K14JF6
718673,ICICISPD204,ICICI Securities Primary Dealership Ltd,Delisted,INE849D14GO7
718674,SAIL20420,Steel Authority of India Ltd,Suspended,INE114A14IT7
718675,CTIL200420,Century Textiles & Industries Ltd,Suspended,INE055A14IF1
718676,N18MI20420,Network 18 Media & Investments Ltd,Delisted,INE870H14JU5
718677,NLC20420,NLC India Ltd,Suspended,INE589A14041
718678,IOCL20420,Indian Oil Corporation Ltd,Delisted,INE242A14QH4
718679,RJIL20420,Reliance Jio Infocomm Ltd,Delisted,INE110L14OB8
718680,ABFR20420,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DI1
718681,PGC20420,Power Grid Corporation of India Ltd,Delisted,INE752E14435
718682,KMPL21420,Kotak Mahindra Prime Ltd,Delisted,INE916D14T79
718683,KMIL21420,Kotak Mahindra Investments Ltd,Delisted,INE975F14SW3
718684,ONGCM214,ONGC Mangalore Petrochemicals Ltd,Delisted,INE053T14AP2
718685,RIL21420,Reliance Industries Ltd,Delisted,INE002A14EV9
718686,ICICISEC214,ICICI Securities Ltd,Delisted,INE763G14HX2
718687,RCL22420,The Ramco Cements Ltd,Suspended,INE331A14JW9
718688,MFL22420,Muthoot Finance Ltd,Delisted,INE414G14OI9
718689,MFL220420,Muthoot Finance Ltd,Delisted,INE414G14OK5
718690,ABFR22420,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DJ9
718691,VTL23420,Vardhman Textiles Limted,Suspended,INE825A14890
718692,RCL23420,The Ramco Cements Ltd,Suspended,INE331A14JX7
718693,NFL23420,National Fertilizers Ltd,Suspended,INE870D14CX3
718694,MFL23420,Muthoot Finance Ltd,Delisted,INE414G14OJ7
718695,GIL23420,Grasim Industries Ltd,Delisted,INE047A14644
718696,IOCL23420,Indian Oil Corporation Ltd,Delisted,INE242A14QI2
718697,NPL23420,Nabha Power Ltd,Suspended,INE445L14BJ8
718698,ICICIHFC234,ICICI HOME FINANCE COMPANY Ltd,Suspended,INE071G14DE9
718699,MRHF23420,Mahindra Rural Housing Finance Ltd,Suspended,INE950O14BO1
718700,RIL23420,Reliance Industries Ltd,Delisted,INE002A14EW7
718701,RIL230420,Reliance Industries Ltd,Delisted,INE002A14EX5
718702,MFL2342020,Manappuram Finance Ltd,Suspended,INE522D14MK6
718703,MFL23042020,Manappuram Finance Ltd,Suspended,INE522D14ML4
718704,PGC23420,Power Grid Corporation of India Ltd,Delisted,INE752E14443
718705,VTL24420,Vardhman Textiles Limted,Suspended,INE825A14882
718706,VSSL24420,Vardhman Special Steels Ltd,Suspended,INE050M14668
718707,MFL24420,Muthoot Finance Ltd,Delisted,INE414G14OL3
718708,RCL24420,The Ramco Cements Ltd,Suspended,INE331A14JY5
718709,EMIL24420,Essel Mining & Industries Ltd,Suspended,INE077E14BW7
718710,RJIL24420,Reliance Jio Infocomm Ltd,Delisted,INE110L14OC6
718711,RIL24420,Reliance Industries Ltd,Delisted,INE002A14EY3
718712,DCL24042020,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BU9
718713,AFL27420,Axis Finance Ltd,Suspended,INE891K14JG4
718714,MFL27420,Muthoot Finance Ltd,Delisted,INE414G14OM1
718715,N18MI27420,Network 18 Media & Investments Ltd,Delisted,INE870H14JV3
718716,GIL27420,Grasim Industries Ltd,Delisted,INE047A14651
718717,KECIL27420,KEC International Ltd,Suspended,INE389H14FD0
718718,MFL27042020,Manappuram Finance Ltd,Suspended,INE522D14MM2
718719,APLAT274,APL Apollo Tubes Ltd,Suspended,INE702C14AX4
718720,RJIL27420,Reliance Jio Infocomm Ltd,Delisted,INE110L14OD4
718721,DCL27420,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BW5
718722,HDFC270420,Housing Development Finance Corporation Ltd,Suspended,INE001A14WN0
718723,MFL28420,Muthoot Finance Ltd,Delisted,INE414G14ON9
718724,TV1828420,TV18 Broadcast Ltd,Suspended,INE886H14EN7
718725,HDFC27420,Housing Development Finance Corporation Ltd,Suspended,INE001A14WM2
718726,MFL29420,Muthoot Finance Ltd,Delisted,INE414G14OO7
718727,BASF29420,BASF India Ltd,Suspended,INE373A14990
718728,PFC29420,Power Finance Corporation Ltd,Delisted,INE134E14AQ0
718729,TTL29420,Time Technoplast Ltd,Suspended,INE508G14899
718730,MOFSL29420,Motilal Oswal Financial Services Ltd,Delisted,INE338I14BP8
718731,N18MI29420,Network 18 Media & Investments Ltd,Delisted,INE870H14JW1
718732,ONGC30420,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14162
718733,NPL30420,Nabha Power Ltd,Suspended,INE445L14BK6
718734,N18MI30420,Network 18 Media & Investments Ltd,Delisted,INE870H14JX9
718735,IOCL30420,Indian Oil Corporation Ltd,Delisted,INE242A14QJ0
718736,TV18B30420,TV18 Broadcast Ltd,Suspended,INE886H14EO5
718737,BBTC30420,Bombay Burmah Trading Corporation Ltd,Suspended,INE050A14432
718738,BHEL30420,Bharat Heavy Electricals Ltd,Suspended,INE257A14318
718739,ABFR30420,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DK7
718740,DCBL30420,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BV7
718741,BBTC304,Bombay Burmah Trading Corporation Ltd,Active,INE050A14440
718742,RJIL4520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OE2
718743,RIL4520,Reliance Industries Ltd,Delisted,INE002A14FA0
718744,RIL04520,Reliance Industries Ltd,Delisted,INE002A14FC6
718745,CPCL4520,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FL5
718746,CPCL04520,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FN1
718747,SAIL5520,Steel Authority of India Ltd,Suspended,INE114A14IU5
718748,CPCL5520,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FK7
718749,GICHF5520,GIC Housing Finance Ltd,Suspended,INE289B14GC5
718750,IOCL5520,Indian Oil Corporation Ltd,Delisted,INE242A14QM4
718751,IOCL05520,Indian Oil Corporation Ltd,Delisted,INE242A14QN2
718752,RIL5520,Reliance Industries Ltd,Delisted,INE002A14FB8
718753,RIL05520,Reliance Industries Ltd,Delisted,INE002A14EZ0
718754,TV186520,TV18 Broadcast Ltd,Suspended,INE886H14EQ0
718755,BPCL6520,Bharat Petroleum Corporation Ltd,Suspended,INE029A14998
718756,SCIL6520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MO4
718757,RJIL6520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OF9
718758,IOCL6520,Indian Oil Corporation Ltd,Delisted,INE242A14QO0
718759,IOCL06520,Indian Oil Corporation Ltd,Delisted,INE242A14QP7
718760,ONMP8520,ONGC Mangalore Petrochemicals Ltd,Delisted,INE053T14AQ0
718761,RRL8520,Reliance Retail Ltd,Delisted,INE742O14DZ4
718762,RRL08520,Reliance Retail Ltd,Delisted,INE742O14EA5
718763,RJIL8520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OG7
718764,SCIL8520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MP1
718765,AFL11520,Axis Finance Ltd,Suspended,INE891K14JH2
718766,N18MI11520,Network 18 Media & Investments Ltd,Delisted,INE870H14JY7
718767,N18MI1105,Network 18 Media & Investments Ltd,Delisted,INE870H14JZ4
718768,TV18B11520,TV18 Broadcast Ltd,Suspended,INE886H14ER8
718769,TV18B1105,TV18 Broadcast Ltd,Suspended,INE886H14ES6
718770,TV18BL115,TV18 Broadcast Ltd,Suspended,INE886H14ET4
718771,RJIL11520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OH5
718772,RIL11520,Reliance Industries Ltd,Delisted,INE002A14FD4
718773,RIL110520,Reliance Industries Ltd,Delisted,INE002A14FE2
718774,ONGC12520,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14170
718775,TV18B12520,TV18 Broadcast Ltd,Suspended,INE886H14EP2
718776,RJIL12520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OI3
718777,L&T14520,Larsen & Toubro Ltd,Delisted,INE018A14HS4
718778,HDFC14520,Housing Development Finance Corporation Ltd,Suspended,INE001A14WO8
718779,SAIL14520,Steel Authority of India Ltd,Suspended,INE114A14IV3
718780,CTPL14520,CaratLane Trading Pvt Ltd,Suspended,INE015Y14047
718781,ONGC15520,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14188
718782,GICHF15520,GIC Housing Finance Ltd,Suspended,INE289B14GD3
718783,MOFL15520,Motilal Oswal Finvest Ltd,Delisted,INE01WN14108
718784,BFL15520,Bajaj Finance Ltd,Suspended,INE296A14QO6
718785,JBC15520,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CB7
718786,RCL15520,The Ramco Cements Ltd,Suspended,INE331A14JZ2
718787,MFL15520,Manappuram Finance Ltd,Active,INE522D14MN0
718788,MFL150520,Manappuram Finance Ltd,Suspended,INE522D14MP5
718789,RJIL15520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OJ1
718790,ICICISEC155,ICICI Securities Ltd,Delisted,INE763G14HZ7
718791,ISEC150520,ICICI Securities Ltd,Delisted,INE763G14HY0
718792,DBSI15520,Dalmia Bharat Sugar and Industries Ltd,Suspended,INE495A14843
718793,TCI15520,Transport Corporation of India Ltd,Suspended,INE688A14J09
718794,BFL18520,Bajaj Finance Ltd,Suspended,INE296A14QN8
718795,MFL18520,Manappuram Finance Ltd,Suspended,INE522D14MO8
718796,ABFR18520,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DL5
718797,N18MI18520,Network 18 Media & Investments Ltd,Delisted,INE870H14KA5
718798,MFL180520,Muthoot Finance Ltd,Delisted,INE414G14OS8
718799,MFL1852020,Muthoot Finance Ltd,Delisted,INE414G14OR0
718800,RJIL18520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OK9
718801,RIL18520,Reliance Industries Ltd,Delisted,INE002A14FF9
718802,MFL19520,Muthoot Finance Ltd,Delisted,INE414G14OP4
718803,BFL19520,Bajaj Finance Ltd,Suspended,INE296A14QP3
718804,N18MI19520,Network 18 Media & Investments Ltd,Delisted,INE870H14KB3
718805,GIL15520,Grasim Industries Ltd,Delisted,INE047A14669
718806,SAIL19520,Steel Authority of India Ltd,Suspended,INE114A14IW1
718807,RIL19520,Reliance Industries Ltd,Delisted,INE002A14FG7
718808,ISEC19520,ICICI Securities Ltd,Delisted,INE763G14IA8
718809,PGC19520,Power Grid Corporation of India Ltd,Delisted,INE752E14450
718810,JSW19520,JSW Steel Ltd,Suspended,INE019A14JD0
718811,MRPL20520,Mangalore Refinery and Petrochemicals Ltd,Suspended,INE103A14124
718812,SCIL19520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MQ9
718813,MFL20520,Muthoot Finance Ltd,Delisted,INE414G14OQ2
718814,MFL200520,Manappuram Finance Ltd,Suspended,INE522D14MQ3
718815,BFL200520,Bajaj Finance Ltd,Suspended,INE296A14QQ1
718816,TV1820520,TV18 Broadcast Ltd,Suspended,INE886H14EU2
718817,N18MI205,Network 18 Media & Investments Ltd,Delisted,INE870H14KC1
718818,AIL200520,Aarti Industries Ltd,Suspended,INE769A14551
718819,DCBL20520,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BX3
718820,APSEZ215,Adani Ports and Special Economic Zone Ltd,Suspended,INE742F14MS8
718821,APSEZ2105,Adani Ports and Special Economic Zone Ltd,Suspended,INE742F14MR0
718822,CFHL21520,Can Fin Homes Ltd,Suspended,INE477A14AT5
718823,ISEC21520,ICICI Securities Ltd,Delisted,INE763G14IB6
718824,KSL22520,Kotak Securities Ltd,Suspended,INE028E14GX7
718825,MOFS22520,Motilal Oswal Financial Services Ltd,Delisted,INE338I14BQ6
718826,JBCP22520,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CC5
718827,TCIL22520,Transport Corporation of India Ltd,Suspended,INE688A14JP6
718828,KSL26520,Kotak Securities Ltd,Suspended,INE028E14GY5
718829,ABFR26520,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DM3
718830,DCL26520,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BY1
718831,TSL26520,Tata Steel Ltd,Suspended,INE081A14AT5
718832,HDFC26520,Housing Development Finance Corporation Ltd,Active,INE001A14WP5
718833,ISEC26520,ICICI Securities Ltd,Delisted,INE763G14IC4
718834,TCIL26520,Transport Corporation of India Ltd,Suspended,INE688A14JQ4
718835,RJIL26520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OL7
718836,CFHL26520,Can Fin Homes Ltd,Active,INE477A14AU3
718837,SCARD265,SBI Cards and Payment Services Ltd,Active,INE018E14OQ6
718838,SCIL26520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MR7
718839,DCL27520,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14BZ8
718840,AFL27520,Axis Finance Ltd,Suspended,INE891K14JI0
718841,ABFR27520,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DN1
718842,BGHP27520,Birla Group Holdings Pvt. Ltd,Suspended,INE09OL14375
718843,GICHF27520,GIC Housing Finance Ltd,Suspended,INE289B14GE1
718844,LT27520,Larsen & Toubro Ltd,Delisted,INE018A14HS4
718845,TCI27520,Transport Corporation of India Ltd,Suspended,INE688A14JR2
718846,RJIL27520,Reliance Jio Infocomm Ltd,Delisted,INE110L14OM5
718847,RUPA27520,RUPA & COMPANY Ltd,Suspended,INE895B14354
718848,SCIL27520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MS5
718849,BHEL28520,Bharat Heavy Electricals Ltd,Suspended,INE257A14326
718850,BASF28520,BASF India Ltd,Suspended,INE373A14AA6
718851,LT29520,Larsen & Toubro Ltd,Delisted,INE018A14HU0
718852,RIL29520,Reliance Industries Ltd,Delisted,INE002A14FH5
718853,EID29520,EID Parry (India) Ltd,Suspended,INE126A14EA0
718854,NLC29520,NLC India Ltd,Suspended,INE589A14058
718855,RAMCO295,The Ramco Cements Ltd,Suspended,INE331A14KA3
718856,STL29520,Sterlite Technologies Ltd,Suspended,INE089C14AD8
718857,STL290520,Sterlite Technologies Ltd,Suspended,INE089C14AE6
718858,TPL29520,TORRENT POWER Ltd,Suspended,INE813H14180
718859,SCIL29520,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MT3
718860,SCIL2905,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MU1
718861,TCI29520,Transport Corporation of India Ltd,Suspended,INE688A14JS0
718862,ONGC1620,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14196
718863,LT1620,Larsen & Toubro Ltd,Delisted,INE018A14HT2
718864,THDCL1620,Tata Housing Development Company Ltd,Suspended,INE582L14FT8
718865,RIL1620,Reliance Industries Ltd,Delisted,INE002A14FI3
718866,ONGC2620,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14204
718867,KRBL2620,KRBL Ltd,Suspended,INE001B14748
718868,TPL2620,TORRENT POWER Ltd,Suspended,INE813H14198
718869,PIIC2620,Pilani Investment and Industries Corporation Ltd,Suspended,INE417C14017
718870,HCFS2620,HDFC Credila Financial Services Ltd,Active,INE539K14AG8
718871,RIL2620,Reliance Industries Ltd,Delisted,INE002A14FJ1
718872,TSBSL3620,TATA STEEL BSL Ltd,Suspended,INE824B14IB7
718873,ISEC3620,ICICI Securities Ltd,Delisted,INE763G14ID2
718874,BHEL3620,Bharat Heavy Electricals Ltd,Suspended,INE257A14334
718875,CPCL3620,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FP6
718876,CPCL30620,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FO9
718877,TSL3620,Tata Steel Ltd,Suspended,INE081A14AU3
718878,BGHPL3620,Birla Group Holdings Pvt. Ltd,Suspended,INE09OL14383
718879,THDC3620,Tata Housing Development Company Ltd,Suspended,INE582L14FS0
718880,NLC3620,NLC India Ltd,Suspended,INE589A14074
718881,NLC30620,NLC India Ltd,Suspended,INE589A14066
718882,TTL3620,Time Technoplast Ltd,Suspended,INE508G14865
718883,SCARDS36,SBI Cards and Payment Services Ltd,Delisted,INE018E14OR4
718884,TV18N4620,TV18 Broadcast Ltd,Suspended,INE886H14EV0
718885,NFL4620,National Fertilizers Ltd,Suspended,INE870D14CY1
718886,ONGC5620,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14212
718887,KRBL5620,KRBL Ltd,Suspended,INE001B14755
718888,NPL5620,Nabha Power Ltd,Suspended,INE445L14BM2
718889,TV18B5620,TV18 Broadcast Ltd,Suspended,INE886H14EW8
718890,JBC5620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CD3
718891,BPCL5620,Bharat Petroleum Corporation Ltd,Suspended,INE029A14AA4
718892,BPCL50620,Bharat Petroleum Corporation Ltd,Suspended,INE029A14AC0
718893,PIIC5620,Pilani Investment and Industries Corporation Ltd,Suspended,INE417C14025
718894,RJIL5620,Reliance Jio Infocomm Ltd,Delisted,INE110L14ON3
718895,IOCL56,Indian Oil Corporation Ltd,Delisted,INE242A14QR3
718896,IOCL05620,Indian Oil Corporation Ltd,Delisted,INE242A14QQ5
718897,IOCL50620,Indian Oil Corporation Ltd,Delisted,INE242A14QS1
718898,IOCL0506,Indian Oil Corporation Ltd,Delisted,INE242A14QU7
718899,NFL5620,National Fertilizers Ltd,Suspended,INE870D14CZ8
718900,NPL8620,Nabha Power Ltd,Suspended,INE445L14BL4
718901,BPCL8620,Bharat Petroleum Corporation Ltd,Suspended,INE029A14AB2
718902,RJIL8620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OO1
718903,ISEC9620,ICICI Securities Ltd,Delisted,INE763G14IE0
718904,MRPL10620,Mangalore Refinery and Petrochemicals Ltd,Suspended,INE103A14132
718905,SPIL10620,Sun Pharmaceutical Industries Ltd,Suspended,INE044A14575
718906,AIL10620,Aarti Industries Ltd,Suspended,INE769A14569
718907,MOFS10620,Motilal Oswal Financial Services Ltd,Delisted,INE338I14BR4
718908,STL10620,Sterlite Technologies Ltd,Suspended,INE089C14AF3
718909,TPL10620,TORRENT POWER Ltd,Suspended,INE813H14206
718910,RIL10620,Reliance Industries Ltd,Delisted,INE002A14FK9
718911,GIL11620,Grasim Industries Ltd,Delisted,INE047A14677
718912,MFL11620,Muthoot Finance Ltd,Delisted,INE414G14OU4
718913,MFL110620,Muthoot Finance Ltd,Delisted,INE414G14OT6
718914,NFL11620,National Fertilizers Ltd,Suspended,INE870D14DA9
718915,CTPL11620,CaratLane Trading Pvt Ltd,Suspended,INE015Y14054
718916,ONGC12620,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14220
718917,MFL12620,Muthoot Finance Ltd,Delisted,INE414G14OV2
718918,CTIL12620,Century Textiles & Industries Ltd,Suspended,INE055A14IG9
718919,DFSI12620,Daimler Financial Services India Pvt Ltd,Suspended,INE094O14CA5
718920,RJIL12620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OP8
718921,RJIL120620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OQ6
718922,RIL12620,Reliance Industries Ltd,Delisted,INE002A14FL7
718923,NFL12620,National Fertilizers Ltd,Suspended,INE870D14DB7
718924,NPL12620,Nabha Power Ltd,Suspended,INE445L14BN0
718925,N18MI15620,Network 18 Media & Investments Ltd,Delisted,INE870H14KD9
718926,ABFR15620,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DO9
718927,SCL15620,Shree Cements Ltd,Suspended,INE070A14406
718928,MFL15620,Muthoot Finance Ltd,Delisted,INE414G14OW0
718929,IOCL15620,Indian Oil Corporation Ltd,Delisted,INE242A14QV5
718930,JBCP15620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CE1
718931,RJIL15620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OR4
718932,PGC15620,Power Grid Corporation of India Ltd,Delisted,INE752E14468
718933,SCIL15620,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MV9
718934,RIL1506,Reliance Industries Ltd,Delisted,INE002A14FN3
718935,RIL15620,Reliance Industries Ltd,Delisted,INE002A14FM5
718936,HUDCO166,Housing & Urban Development Corporation Ltd,Active,INE031A14432
718937,MFL160620,Manappuram Finance Ltd,Suspended,INE522D14MR1
718938,MFL16620,Muthoot Finance Ltd,Delisted,INE414G14OX8
718939,ABFR16620,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DP6
718940,TCIL16620,Transport Corporation of India Ltd,Suspended,INE688A14JU6
718941,HAL17620,Hindustan Aeronautics Ltd,Suspended,INE066F14031
718942,N18MI17620,Network 18 Media & Investments Ltd,Delisted,INE870H14KE7
718943,MFL17620,Muthoot Finance Ltd,Delisted,INE414G14OY6
718944,SAIL17620,Steel Authority of India Ltd,Suspended,INE114A14IX9
718945,AFL17620,Axis Finance Ltd,Suspended,INE891K14JJ8
718946,RIL17620,Reliance Industries Ltd,Delisted,INE002A14FO1
718947,TCIL17620,Transport Corporation of India Ltd,Suspended,INE688A14JT8
718948,SCIL17620,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MW7
718949,TL18620,Trident Ltd,Suspended,INE064C14058
718950,HDFCS18620,HDFC Securities Ltd,Suspended,INE700G14165
718951,TCIL18620,Transport Corporation of India Ltd,Suspended,INE688A14JV4
718952,MFL18620,Muthoot Finance Ltd,Delisted,INE414G14OZ3
718953,STL18620,Sterlite Technologies Ltd,Suspended,INE089C14AG1
718954,JBC18620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CF8
718955,DCL18620,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14CA9
718956,N18MI18620,Network 18 Media & Investments Ltd,Delisted,INE870H14KF4
718957,N18MI19620,Network 18 Media & Investments Ltd,Delisted,INE870H14KG2
718958,MOFS19620,Motilal Oswal Financial Services Ltd,Delisted,INE338I14BS2
718959,MFL19620,Muthoot Finance Ltd,Delisted,INE414G14PA3
718960,KEC19620,KEC International Ltd (formerly known as KEC Infrastructures Ltd),Delisted,INE389H14FE8
718961,NFL19620,National Fertilizers Ltd,Suspended,INE870D14DC5
718962,BBTC19620,Bombay Burmah Trading Corporation Ltd,Suspended,INE050A14457
718963,ISEC1906,ICICI Securities Ltd,Delisted,INE763G14IF7
718964,ISEC19620,ICICI Securities Ltd,Delisted,INE763G14IG5
718965,THDC19620,Tata Housing Development Company Ltd,Suspended,INE582L14FU6
718966,SCIL19620,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MX5
718967,DCL19620,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14CB7
718968,N18MI22620,Network 18 Media & Investments Ltd,Delisted,INE870H14KH0
718969,TV18B22620,TV18 Broadcast Ltd,Suspended,INE886H14EX6
718970,APSE22620,Adani Ports and Special Economic Zone Ltd,Suspended,INE742F14MT6
718971,DCL22620,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14CC5
718972,SCPSL22620,SBI Cards and Payment Services Ltd,Delisted,INE018E14OS2
718973,RJIL22620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OS2
718974,RJIL22620A,Reliance Jio Infocomm Ltd,Delisted,INE110L14OT0
718975,TCIL22620,Transport Corporation of India Ltd,Suspended,INE688A14JW2
718976,SSML23620,Siyaram Silk Mills Ltd,Delisted,INE076B14518
718977,CPCL23620,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FQ4
718978,HSEC23620,HDFC Securities Ltd,Suspended,INE700G14173
718979,VSSL23620,Vardhman Special Steels Ltd,Suspended,INE050M14676
718980,DCL23620,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14CD3
718981,CFHL23620,Can Fin Homes Ltd,Active,INE477A14AV1
718982,APSEZ24620,Adani Ports and Special Economic Zone Ltd,Suspended,INE742F14MU4
718983,MFL24620,Muthoot Finance Ltd,Delisted,INE414G14PB1
718984,ISEC24620,ICICI Securities Ltd,Delisted,INE763G14IH3
718985,BEML24620,BEML Ltd,Suspended,INE258A14019
718986,THDCL24620,Tata Housing Development Company Ltd,Suspended,INE582L14FV4
718987,RJIL24620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OV6
718988,RJIL240620,Reliance Jio Infocomm Ltd,Delisted,INE110L14OU8
718989,SCIL24620,Standard Chartered Investments and Loans (India) Ltd,Delisted,INE403G14MY3
718990,N18MI25620,Network 18 Media & Investments Ltd,Delisted,INE870H14KI8
718991,GIC25620,GIC Housing Finance Ltd,Suspended,INE289B14GF8
718992,APSEZ25620,Adani Ports and Special Economic Zone Ltd,Suspended,INE742F14MV2
718993,JBCPL25620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CG6
718994,MFL25620,Muthoot Finance Ltd,Delisted,INE414G14PC9
718995,SAIL26620,Steel Authority of India Ltd,Suspended,INE114A14IY7
718996,JBCP26620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CH4
718997,ISEC26620,ICICI Securities Ltd,Delisted,INE763G14II1
718998,N18MI26620,Network 18 Media & Investments Ltd,Delisted,INE870H14KK4
718999,MFL26620,Muthoot Finance Ltd,Delisted,INE414G14PD7
719000,SBICARDS266,SBI Cards and Payment Services Ltd,Active,INE018E14OT0
719001,DCL26620,Dalmia Cement (Bharat) Ltd,Suspended,INE755K14CE1
719002,CLTPL26620,CaratLane Trading Pvt Ltd,Suspended,INE015Y14062
719003,PTC29620,PTC India Financial Services Ltd,Active,INE560K14AQ3
719004,ETL29620,Endurance Technologies Ltd,Suspended,INE913H14261
719005,GIC29620,GIC Housing Finance Ltd,Suspended,INE289B14GG6
719006,N18MI29620,Network 18 Media & Investments Ltd,Delisted,INE870H14KL2
719007,N18MI296,Network 18 Media & Investments Ltd,Delisted,INE870H14KJ6
719008,JBC29620,Julius Baer Capital (India) Pvt Ltd,Suspended,INE824H14CJ0
719009,HDFC29620,Housing Development Finance Corporation Ltd,Suspended,INE001A14WQ3
719010,DFSIL296,Daimler Financial Services India Pvt Ltd,Suspended,INE094O14CD9
719011,DFSIL2906,Daimler Financial Services India Pvt Ltd,Suspended,INE094O14CC1
719012,DFSIL29620,Daimler Financial Services India Pvt Ltd,Suspended,INE094O14CB3
719013,KEC29620,KEC International Ltd (formerly known as KEC Infrastructures Ltd),Delisted,INE389H14FF5
719014,TPL29620,TORRENT POWER Ltd,Suspended,INE813H14214
719015,CPCL300620,Chennai Petroleum Corporation Ltd,Suspended,INE178A14FR2
719016,STL30620,Sterlite Technologies Ltd,Suspended,INE089C14AH9
719017,BGHL30620,Birla Group Holdings Pvt. Ltd,Suspended,INE09OL14391
719018,BFL30620,Bajaj Finance Ltd,Active,INE296A14QR9
719019,ONGC30620,Oil and Natural Gas Corporation Ltd,Delisted,INE213A14238
719020,NHB30620,National Housing Bank,Suspended,INE557F14FA2
719021,ONGCPA306,ONGC Petro additions Ltd,Delisted,INE163N14105
719022,ASL2720,Axis Securities Ltd,Suspended,INE110O14062
719023,NLC2720,NLC India Ltd,Suspended,INE589A14082
719024,NFL2720,National Fertilizers Ltd,Suspended,INE870D14DD3
719025,BOBFS2720,BOB Financial Solutions Ltd,Active,INE027214050
719026,ABFRL3720,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DS0
719027,SRL3720,Sunteck Realty Ltd,Suspended,INE805D14177
719028,MRPL6720,Mangalore Refinery and Petrochemicals Ltd,Suspended,INE103A14140
719029,ABFRL6720,Aditya Birla Fashion and Retail Ltd,Suspended,INE647O14DQ4
719030,BPCL6720,Bharat Petroleum Corporation Ltd,Suspended,INE029A14AE6
719031,BPCL06720,Bharat Petroleum Corporation Ltd,Active,INE029A14AD8
719032,BCIL6720,Birla Carbon India Pvt Ltd,Suspended,INE602T14166
